Detector Type,Descriptor Type,Frame ID,Lidar-Based TTC [ms],Camera-Based TTC [ms]
SIFT,BRISK,8,13.12411806,14.99624675
SIFT,BRISK,9,13.02411806,13.40374977
SIFT,BRISK,10,11.17464148,13.34836661
SIFT,BRISK,11,12.80860114,12.75878545
SIFT,BRISK,12,8.95978042,10.25182774
SIFT,BRISK,13,9.96439004,9.57844085
SIFT,BRISK,14,9.59862989,11.99146839
SIFT,BRISK,15,8.52156620,9.94639385
SIFT,BRISK,16,9.51552489,9.99809361
SIFT,BRISK,17,9.61241487,9.52960439

SIFT,BRIEF,0,0.00000000,0.00000000
SIFT,BRIEF,1,12.51559999,12.25078809
SIFT,BRIEF,2,12.61424528,13.08083976
SIFT,BRIEF,3,14.09101251,15.08808139
SIFT,BRIEF,4,16.68938579,21.30869629
SIFT,BRIEF,5,15.74654436,13.21956818
SIFT,BRIEF,6,12.78349116,11.96661363
SIFT,BRIEF,7,11.98435083,15.71682894
SIFT,BRIEF,8,13.12411806,16.83915450
SIFT,BRIEF,9,13.02411806,12.74567068
SIFT,BRIEF,10,11.17464148,11.02476930
SIFT,BRIEF,11,12.80860114,13.61634846
SIFT,BRIEF,12,8.95978042,10.19808364
SIFT,BRIEF,13,9.96439004,11.23518445
SIFT,BRIEF,14,9.59862989,10.88917044
SIFT,BRIEF,15,8.52156620,10.08737361
SIFT,BRIEF,16,9.51552489,9.99809361
SIFT,BRIEF,17,9.61241487,9.26161932

SIFT,FREAK,0,0.00000000,0.00000000
SIFT,FREAK,1,12.51559999,11.26323050
SIFT,FREAK,2,12.61424528,13.61623940
SIFT,FREAK,3,14.09101251,13.54234472
SIFT,FREAK,4,16.68938579,20.51434433
SIFT,FREAK,5,15.74654436,13.70341273
SIFT,FREAK,6,12.78349116,11.97508385
SIFT,FREAK,7,11.98435083,14.65736244
SIFT,FREAK,8,13.12411806,13.18722086
SIFT,FREAK,9,13.02411806,14.48699813
SIFT,FREAK,10,11.17464148,11.36611216
SIFT,FREAK,11,12.80860114,13.65319843
SIFT,FREAK,12,8.95978042,12.88770637
SIFT,FREAK,13,9.96439004,10.04595605
SIFT,FREAK,14,9.59862989,9.83879633
SIFT,FREAK,15,8.52156620,8.98792214
SIFT,FREAK,16,9.51552489,8.72478844
SIFT,FREAK,17,9.61241487,9.08237981

SIFT,SIFT,0,0.00000000,0.00000000
SIFT,SIFT,1,12.51559999,11.38720762
SIFT,SIFT,2,12.61424528,12.57219594
SIFT,SIFT,3,14.09101251,12.94252400
SIFT,SIFT,4,16.68938579,18.81833163
SIFT,SIFT,5,15.74654436,12.47806634
SIFT,SIFT,6,12.78349116,11.05796794
SIFT,SIFT,7,11.98435083,13.57345109
SIFT,SIFT,8,13.12411806,14.69478094
SIFT,SIFT,9,13.02411806,13.39860953
SIFT,SIFT,10,11.17464148,11.83683134
SIFT,SIFT,11,12.80860114,11.28873986
SIFT,SIFT,12,8.95978042,11.01911321
SIFT,SIFT,13,9.96439004,11.68818225
SIFT,SIFT,14,9.59862989,10.57604252
SIFT,SIFT,15,8.52156620,9.77464790
SIFT,SIFT,16,9.51552489,9.05225969
SIFT,SIFT,17,9.61241487,8.69190216

